iteration,statistic,estimate
0,NLL,43.093130415107744
0,MSE,235.54893540937462
0,pinball,6.932825564038344
0,SKCE (unbiased),0.4927833157113822
0,SKCE (biased),0.5106691391731648
0,p-value,0.0
1,NLL,4.14441467446124
1,MSE,232.7977370822859
1,pinball,4.740806759724219
1,SKCE (unbiased),0.10239230684039596
1,SKCE (biased),0.11959992364029418
1,p-value,0.0
2,NLL,4.13870851769838
2,MSE,230.15479507699854
2,pinball,4.713240514672407
2,SKCE (unbiased),0.10216344073425326
2,SKCE (biased),0.11937084207766893
2,p-value,0.0
3,NLL,4.133075597325788
3,MSE,227.57513423808683
3,pinball,4.68610750969868
3,SKCE (unbiased),0.10193000799665936
3,SKCE (biased),0.11913726590861731
3,p-value,0.0
4,NLL,4.1274050738807
4,MSE,225.00613680638187
4,pinball,4.658881338376452
4,SKCE (unbiased),0.10154375900143972
4,SKCE (biased),0.11875377466267563
4,p-value,0.0
5,NLL,4.121661205956196
5,MSE,222.43398871967776
5,pinball,4.631479067715004
5,SKCE (unbiased),0.10132417992591114
5,SKCE (biased),0.1185335446273264
5,p-value,0.0
6,NLL,4.1157001900519345
6,MSE,219.79456869989605
6,pinball,4.60322267113153
6,SKCE (unbiased),0.10090485662112116
6,SKCE (biased),0.1181173466266053
6,p-value,0.0
7,NLL,4.109518609441884
7,MSE,217.0902806212463
7,pinball,4.574060809974996
7,SKCE (unbiased),0.10006604056515726
7,SKCE (biased),0.11728978982331964
7,p-value,0.0
8,NLL,4.103111056171547
8,MSE,214.32278409245083
8,pinball,4.544051126065861
8,SKCE (unbiased),0.09899050926006546
8,SKCE (biased),0.1162300189928813
8,p-value,0.0
9,NLL,4.096404912629442
9,MSE,211.46482795343124
9,pinball,4.512868556303777
9,SKCE (unbiased),0.09778461583851002
9,SKCE (biased),0.11504216014313697
9,p-value,0.0
10,NLL,4.0893043954890125
10,MSE,208.47962258944636
10,pinball,4.480061642570214
10,SKCE (unbiased),0.09644593039991353
10,SKCE (biased),0.11372375676584685
10,p-value,0.0
11,NLL,4.081836432602861
11,MSE,205.386271936473
11,pinball,4.445801329455643
11,SKCE (unbiased),0.0949195678399253
11,SKCE (biased),0.11222104766498849
11,p-value,0.0
12,NLL,4.07399526584265
12,MSE,202.18825615878785
12,pinball,4.410112133107052
12,SKCE (unbiased),0.09318067084598579
12,SKCE (biased),0.11050966837275535
12,p-value,0.0
13,NLL,4.065753488312405
13,MSE,198.8804810933262
13,pinball,4.372903558842278
13,SKCE (unbiased),0.09137162033254921
13,SKCE (biased),0.10872910397660801
13,p-value,0.0
14,NLL,4.057061799318216
14,MSE,195.45043935810318
14,pinball,4.334034251461752
14,SKCE (unbiased),0.08954334902308694
14,SKCE (biased),0.10692918478179349
14,p-value,0.0
15,NLL,4.047880771275716
15,MSE,191.89111458719992
15,pinball,4.293298518952437
15,SKCE (unbiased),0.08771292781901173
15,SKCE (biased),0.10512657486763777
15,p-value,0.0
16,NLL,4.0381910240193015
16,MSE,188.20476823592938
16,pinball,4.250664958708478
16,SKCE (unbiased),0.0858203213406122
