iteration,statistic,estimate
0,NLL,44.78311579601663
0,MSE,245.10550558911757
0,pinball,7.086848525248957
0,SKCE (unbiased),0.4792802587987938
0,SKCE (biased),0.4882650883434669
0,p-value,0.0
1,NLL,4.163932126080676
1,MSE,242.25410253391658
1,pinball,4.857693533715967
1,SKCE (unbiased),0.10162496818917047
1,SKCE (biased),0.11025509353599558
1,p-value,0.0
2,NLL,4.158294494500087
2,MSE,239.53796513346245
2,pinball,4.829977909344552
2,SKCE (unbiased),0.10160048813527439
2,SKCE (biased),0.11022866526680582
2,p-value,0.0
3,NLL,4.152732812460642
3,MSE,236.88826126739622
3,pinball,4.802789979054881
3,SKCE (unbiased),0.10149079138890565
3,SKCE (biased),0.11011788259563
3,p-value,0.0
4,NLL,4.147204954915788
4,MSE,234.28371622584152
4,pinball,4.7758952024624035
4,SKCE (unbiased),0.10143384769840684
4,SKCE (biased),0.11005930515986169
4,p-value,0.0
5,NLL,4.141576699681377
5,MSE,231.66128651561624
5,pinball,4.748656074410541
5,SKCE (unbiased),0.10117634883468438
5,SKCE (biased),0.10980211464818179
5,p-value,0.0
6,NLL,4.135795804364123
6,MSE,228.99829138348107
6,pinball,4.7208157072049355
6,SKCE (unbiased),0.1007100609335314
6,SKCE (biased),0.10933814047702127
6,p-value,0.0
7,NLL,4.129814542331825
7,MSE,226.27521372613174
7,pinball,4.692203161100725
7,SKCE (unbiased),0.09994196039343162
7,SKCE (biased),0.10857528270506467
7,p-value,0.0
8,NLL,4.12358327618589
8,MSE,223.47275073287864
8,pinball,4.6625873540846
8,SKCE (unbiased),0.09913190459246142
8,SKCE (biased),0.10777078262147056
8,p-value,0.0
9,NLL,4.1170199854379135
9,MSE,220.55848646754018
9,pinball,4.631625672194593
9,SKCE (unbiased),0.09826335585816144
9,SKCE (biased),0.10690822725453461
9,p-value,0.0
10,NLL,4.110108655640642
10,MSE,217.53075544391749
10,pinball,4.59923691420018
10,SKCE (unbiased),0.09727034354958908
10,SKCE (biased),0.10592228160687467
10,p-value,0.0
11,NLL,4.102788913020121
11,MSE,214.36941382701335
11,pinball,4.565160995029771
11,SKCE (unbiased),0.09609233930513572
11,SKCE (biased),0.10475300056581344
11,p-value,0.0
12,NLL,4.095071984079649
12,MSE,211.08626773634546
12,pinball,4.529502906971915
12,SKCE (unbiased),0.09482420536315413
12,SKCE (biased),0.10349429672243018
12,p-value,0.0
13,NLL,4.086961828385102
13,MSE,207.69000145441456
13,pinball,4.4923216685026235
13,SKCE (unbiased),0.0934614131092596
13,SKCE (biased),0.10214167725277952
13,p-value,0.0
14,NLL,4.078425638825696
14,MSE,204.1743347984653
14,pinball,4.453499772221051
